year,timecode,return
2008,4Y,0
2009,3Y,-17.00416755
2009,4Y,-17.00416755
2010,2Y,10.26786696
2010,3Y,10.19249748
2011,1Y,22.51395173
2011,2Y,22.51395173
2011,4Y,22.76707078
2012,CY,-1.635190596
2012,1Y,-1.630191709
2012,3Y,-1.626349202
2012,4Y,-1.645028572
2013,CY,13.70697984
2013,2Y,13.66358017
2013,3Y,13.5043856
2014,1Y,16.25220789
2014,2Y,16.25220789
2015,CY,2.494865456
2015,1Y,2.494865456
2016,CY,-0.343160148
